number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
5463,修正了typo，WHITE_WEBDEV_ENDPOINTS -> WHITE_WEBDAV_ENDPOINTS,yudshj,2024-09-19T03:21:08Z,2024-09-19T06:26:49+00:00,4,3.09
5464,Added 1-click deployment link for Alibaba Cloud.,endless-learner,2024-09-19T03:40:29Z,2024-11-04T17:10:06+00:00,2,1117.49
5468,feat: #5422 快捷键清除上下文,DDMeaqua,2024-09-19T07:28:13Z,2024-12-31T08:23:10+00:00,1,2472.92
5470,add fanyi add top tip,mayfwl,2024-09-19T09:00:08Z,2024-09-25T07:46:21+00:00,9,142.77
5471,feat: migrate from Yarn to pnpm,DDDDD12138,2024-09-19T12:33:31Z,2024-10-09T11:39:42+00:00,2,479.1
5495,Fix code duplication,mayfwl,2024-09-23T03:40:01Z,2024-09-23T08:06:59+00:00,4,4.45
5498,Fix plugin css,DDMeaqua,2024-09-23T06:24:47Z,2024-09-24T02:23:06+00:00,3,19.97
5508,add buildin plugin,lloydzhou,2024-09-23T12:01:49Z,2024-09-24T09:28:48+00:00,4,21.45
5515,Config artifacts,DDMeaqua,2024-09-24T07:25:43Z,2024-09-24T09:27:33+00:00,2,2.03
5516,✨ feat(chat): 对话的时候，在工具栏直接显示当前模型的名称,frostime,2024-09-24T07:53:17Z,2024-09-24T09:00:08+00:00,1,1.11
5518,support tauri-v2,WtecHtec,2024-09-24T10:55:31Z,2024-09-24T15:39:10+00:00,11,4.73
5519,Feature play audio and video,lloydzhou,2024-09-24T10:55:41Z,2024-09-24T14:03:55+00:00,1,3.14
5522,fix: prevent title update on invalid message response,Dogtiti,2024-09-24T16:38:25Z,2024-09-25T02:53:00+00:00,2,10.24
5541,google api using `x-goog-api-key` header,lloydzhou,2024-09-26T15:22:40Z,2024-09-27T03:04:10+00:00,1,11.69
5547,Hotfix/plugin opration,lloydzhou,2024-09-27T05:35:53Z,2024-09-29T08:15:02+00:00,2,50.65
